"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:16:27.5117391 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,808,832, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5121716 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,833,408, Length: 24,576, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5132304 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP","SUCCESS","Offset: 0, Length: 9,376"
"8:16:27.5135074 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 974,848, Length: 8,192"
"8:16:27.5136900 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 1,007,616, Length: 8,192"
"8:16:27.5138860 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 999,424, Length: 8,192"
"8:16:27.5140771 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 991,232, Length: 8,192"
"8:16:27.5142610 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 933,888, Length: 8,192"
"8:16:27.5144661 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 983,040, Length: 8,192"
"8:16:27.5146422 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 925,696, Length: 8,192"
"8:16:27.5148341 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 966,656, Length: 8,192"
"8:16:27.5150172 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 950,272, Length: 8,192"
"8:16:27.5151992 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 942,080, Length: 8,192"
"8:16:27.5153804 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 917,504, Length: 8,192"
"8:16:27.5155840 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 958,464, Length: 8,192"
"8:16:27.5157631 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS",""
"8:16:27.5157847 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 917,504, Length: 65,536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5254639 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:27.5287478 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 983,040, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5293018 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 917,504, Length: 65,536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5299729 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR","SUCCESS","Offset: 983,040, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5310729 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP","SUCCESS","Offset: 9,376, Length: 556"
"8:16:27.5312318 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP","SUCCESS","Offset: 0, Length: 9,376"
"8:16:27.5314777 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP","SUCCESS","Offset: 0, Length: 556"
"8:16:27.5316203 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP","SUCCESS",""
"8:16:27.5316346 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP","SUCCESS","Offset: 0, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5316800 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP","SUCCESS","Offset: 0, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5325967 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP","SUCCESS",""
"8:16:27.5326060 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP","SUCCESS","Offset: 0, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5329727 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP","SUCCESS","Offset: 0, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5337650 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP","SUCCESS",""
"8:16:27.5337751 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP","SUCCESS","Offset: 0, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5396815 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP","SUCCESS","Offset: 0, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5408114 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER","SUCCESS","Offset: 0, Length: 4"
"8:16:27.5409679 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER","SUCCESS",""
"8:16:27.5409805 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER","SUCCESS","Offset: 0, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5410216 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER","SUCCESS","Offset: 0, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5454030 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:27.9855271 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:27.9856758 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:27.9859674 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:28.4176923 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:28.4245232 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 92.254.253.254:16471","SUCCESS","Length: 16"
"8:16:28.4645039 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 45"
"8:16:28.6920171 PM","svchost.exe","1032","UDP Send","VM-XP-Test.home:1242 -> localhost:1242","SUCCESS","Length: 1"
"8:16:28.6927438 PM","svchost.exe","1032","UDP Receive","localhost:1243 -> localhost:1243","SUCCESS","Length: 1"
"8:16:28.6927460 PM","svchost.exe","1032","UDP Send","localhost:1243 -> localhost:1243","SUCCESS","Length: 1"
"8:16:29.0006418 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 45"
"8:16:29.4122922 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:29.4243677 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 88.254.253.254.dynamic.ttnet.com.tr:16471","SUCCESS","Length: 16"
"8:16:29.8317102 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 45"
"8:16:29.8549471 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 94"
"8:16:30.4241915 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 254.253.254.87.dynamic.monaco.mc:16471","SUCCESS","Length: 16"
"8:16:30.4551745 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 45"
"8:16:30.5894584 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 91"
